Cancer label,Country,Sex,Year,ASR (World),Crude rate,Total incidence,CO2_Emissions,PM2.5,Precipitation,Humidity,Temperature
Melanoma of skin,Brazil,Male,2005,0.8479396791,0.7032720573,644,12568,46,0.047,72.42,24.63
Melanoma of skin,Brazil,Male,2006,0.9238650109,0.7728973794,715,12762,48,0.048,72.99,24.44
Melanoma of skin,Brazil,Male,2007,0.9464308986,0.8061018074,753,13405,52,0.044,71.36,24.57
Melanoma of skin,Brazil,Male,2008,0.903101018,0.7998070068,754,14010,54,0.051,72.68,24.26
Melanoma of skin,Brazil,Male,2009,0.9616161177,0.8697821073,827,13025,52,0.054,75.06,24.49
Melanoma of skin,Brazil,Male,2010,0.9509239449,0.8774642602,841,14881,56,0.046,71.52,24.75
Melanoma of skin,Brazil,Male,2011,0.9216118561,0.8758936412,846,15650,56,0.052,73.36,24.27
Melanoma of skin,Brazil,Male,2012,0.9400114455,0.9164389336,892,16807,56,0.041,70.3,24.71
Melanoma of skin,Brazil,Male,2013,0.9133425268,0.9206292116,903,17487,57,0.048,72.43,24.59
Melanoma of skin,Brazil,Male,2014,0.8996659976,0.9267543635,916,18286,57,0.045,72.16,24.67
Melanoma of skin,Brazil,Male,2015,0.961819172,1.016192266,1012,17381,57,0.043,71.29,25.15
Melanoma of skin,Brazil,Male,2016,0.9431104301,1.032801028,1036,16224,57,0.044,71.02,25.04
Melanoma of skin,Brazil,Male,2017,0.9076632601,1.020774711,1031,16789,59,0.046,71.34,24.85
Melanoma of skin,Brazil,Male,2018,0.8768781925,1.021105578,1038,16025,57,0.047,72.95,24.65
Melanoma of skin,Brazil,Male,2019,0.9529161439,1.133155754,1159,15937,58,0.043,71.36,25.08
Melanoma of skin,Brazil,Male,2020,0.883022238,1.089023034,1120,15233,61,0.045,70.64,24.61
Melanoma of skin,Brazil,Male,2021,0.8226155287,1.023863031,1057,17354,62,0.045,70.83,24.48
Prostate,Brazil,Male,2000,14.25459747,8.658857286,7486,11920,36,0.051,75.16,23.98
Prostate,Brazil,Male,2001,14.77528124,9.172442659,8031,11983,38,0.045,73.57,24.4
Prostate,Brazil,Male,2002,14.86020625,9.463497287,8386,12054,40,0.046,72.86,24.67
Prostate,Brazil,Male,2003,15.31041459,10.01009249,8972,11867,44,0.044,72.02,24.55
Prostate,Brazil,Male,2004,15.72673551,10.57711074,9584,12599,46,0.049,73.07,24.35
Prostate,Brazil,Male,2005,16.12629903,11.15079344,10211,12568,46,0.047,72.42,24.63
Prostate,Brazil,Male,2006,16.67838336,11.89289087,11002,12762,48,0.048,72.99,24.44
Prostate,Brazil,Male,2007,16.57149668,12.28422077,11475,13405,52,0.044,71.36,24.57
Prostate,Brazil,Male,2008,16.63018853,12.80751963,12074,14010,54,0.051,72.68,24.26
Prostate,Brazil,Male,2009,16.17408236,12.90790303,12273,13025,52,0.054,75.06,24.49
Prostate,Brazil,Male,2010,16.05729796,13.33098793,12777,14881,56,0.046,71.52,24.75
Prostate,Brazil,Male,2011,15.65682652,13.59188147,13128,15650,56,0.052,73.36,24.27
Prostate,Brazil,Male,2012,15.12075016,13.71884426,13353,16807,56,0.041,70.3,24.71
Prostate,Brazil,Male,2013,14.88510744,14.03883084,13770,17487,57,0.048,72.43,24.59
Prostate,Brazil,Male,2014,14.52113261,14.32624649,14160,18286,57,0.045,72.16,24.67
Prostate,Brazil,Male,2015,14.13356869,14.54199248,14482,17381,57,0.043,71.29,25.15
Prostate,Brazil,Male,2016,13.88233205,14.87891442,14925,16224,57,0.044,71.02,25.04
Prostate,Brazil,Male,2017,13.63595235,15.23835458,15391,16789,59,0.046,71.34,24.85
Prostate,Brazil,Male,2018,13.13132902,15.3215023,15575,16025,57,0.047,72.95,24.65
Prostate,Brazil,Male,2019,12.91157976,15.62464375,15981,15937,58,0.043,71.36,25.08
Prostate,Brazil,Male,2020,12.26632577,15.40286953,15841,15233,61,0.045,70.64,24.61
Prostate,Brazil,Male,2021,12.21066249,15.78802606,16299,17354,62,0.045,70.83,24.48
Oesophagus,Brazil,Male,2000,6.838986725,4.812918136,4161,11920,36,0.051,75.16,23.98
Oesophagus,Brazil,Male,2001,6.643411031,4.790091459,4194,11983,38,0.045,73.57,24.4
Oesophagus,Brazil,Male,2002,6.776057718,5.016127527,4445,12054,40,0.046,72.86,24.67
Oesophagus,Brazil,Male,2003,6.780126146,5.103228158,4574,11867,44,0.044,72.02,24.55
Oesophagus,Brazil,Male,2004,7.001364612,5.422093598,4913,12599,46,0.049,73.07,24.35
Oesophagus,Brazil,Male,2005,6.900857955,5.479843453,5018,12568,46,0.047,72.42,24.63
Oesophagus,Brazil,Male,2006,6.994150364,5.661067939,5237,12762,48,0.048,72.99,24.44
Oesophagus,Brazil,Male,2007,6.820326177,5.721931156,5345,13405,52,0.044,71.36,24.57
Oesophagus,Brazil,Male,2008,6.838760168,5.895659607,5558,14010,54,0.051,72.68,24.26
Oesophagus,Brazil,Male,2009,6.710472796,5.962266949,5669,13025,52,0.054,75.06,24.49
Oesophagus,Brazil,Male,2010,6.744381206,6.177724001,5921,14881,56,0.046,71.52,24.75
Oesophagus,Brazil,Male,2011,6.538569545,6.167492223,5957,15650,56,0.052,73.36,24.27
Oesophagus,Brazil,Male,2012,6.323637805,6.14794908,5984,16807,56,0.041,70.3,24.71
Oesophagus,Brazil,Male,2013,6.309303354,6.322061729,6201,17487,57,0.048,72.43,24.59
Oesophagus,Brazil,Male,2014,6.170231572,6.347660345,6274,18286,57,0.045,72.16,24.67
Oesophagus,Brazil,Male,2015,6.183721767,6.550021886,6523,17381,57,0.043,71.29,25.15
Oesophagus,Brazil,Male,2016,5.920199176,6.478932317,6499,16224,57,0.044,71.02,25.04
Oesophagus,Brazil,Male,2017,5.861443214,6.579095978,6645,16789,59,0.046,71.34,24.85
Oesophagus,Brazil,Male,2018,5.768851554,6.644072328,6754,16025,57,0.047,72.95,24.65
Oesophagus,Brazil,Male,2019,5.608402075,6.649346233,6801,15937,58,0.043,71.36,25.08
Oesophagus,Brazil,Male,2020,5.165868865,6.28424631,6463,15233,61,0.045,70.64,24.61
Oesophagus,Brazil,Male,2021,5.15888586,6.404713683,6612,17354,62,0.045,70.83,24.48
Testis,Brazil,Male,2000,0.2069471223,0.210514564,182,11920,36,0.051,75.16,23.98
Testis,Brazil,Male,2001,0.2084376372,0.2135782315,187,11983,38,0.045,73.57,24.4
Testis,Brazil,Male,2002,0.2280561722,0.2302114771,204,12054,40,0.046,72.86,24.67
Testis,Brazil,Male,2003,0.2627816196,0.2644217476,237,11867,44,0.044,72.02,24.55
Testis,Brazil,Male,2004,0.2312142812,0.2461076475,223,12599,46,0.049,73.07,24.35
Testis,Brazil,Male,2005,0.258760486,0.2620889655,240,12568,46,0.047,72.42,24.63
Testis,Brazil,Male,2006,0.275771988,0.2842965186,263,12762,48,0.048,72.99,24.44
Testis,Brazil,Male,2007,0.260163535,0.2751237245,257,13405,52,0.044,71.36,24.57
Testis,Brazil,Male,2008,0.2809842401,0.2991320635,282,14010,54,0.051,72.68,24.26
Testis,Brazil,Male,2009,0.2550501605,0.2787088978,265,13025,52,0.054,75.06,24.49
Testis,Brazil,Male,2010,0.2721116173,0.2973570917,285,14881,56,0.046,71.52,24.75
Testis,Brazil,Male,2011,0.2754144325,0.3064592409,296,15650,56,0.052,73.36,24.27
Testis,Brazil,Male,2012,0.2819469089,0.3143837597,306,16807,56,0.041,70.3,24.71
Testis,Brazil,Male,2013,0.3130208851,0.3496963672,343,17487,57,0.048,72.43,24.59
Testis,Brazil,Male,2014,0.2956055066,0.332862648,329,18286,57,0.045,72.16,24.67
Testis,Brazil,Male,2015,0.3188965224,0.3604871772,359,17381,57,0.043,71.29,25.15
Testis,Brazil,Male,2016,0.2792938044,0.3120335152,313,16224,57,0.044,71.02,25.04
Testis,Brazil,Male,2017,0.3555185874,0.399003112,403,16789,59,0.046,71.34,24.85
Testis,Brazil,Male,2018,0.3423534076,0.3885710053,395,16025,57,0.047,72.95,24.65
Testis,Brazil,Male,2019,0.3857921592,0.4360547596,446,15937,58,0.043,71.36,25.08
Testis,Brazil,Male,2020,0.3677723906,0.4181070576,430,15233,61,0.045,70.64,24.61
Testis,Brazil,Male,2021,0.3730390472,0.4252373423,439,17354,62,0.045,70.83,24.48
Kidney,Brazil,Male,2000,1.465748018,1.038692739,898,11920,36,0.051,75.16,23.98
Kidney,Brazil,Male,2001,1.444499352,1.049617084,919,11983,38,0.045,73.57,24.4
Kidney,Brazil,Male,2002,1.500393119,1.100275442,975,12054,40,0.046,72.86,24.67
Kidney,Brazil,Male,2003,1.509244317,1.13243913,1015,11867,44,0.044,72.02,24.55
Kidney,Brazil,Male,2004,1.572304174,1.220605642,1106,12599,46,0.049,73.07,24.35
Kidney,Brazil,Male,2005,1.512447853,1.194688868,1094,12568,46,0.047,72.42,24.63
Kidney,Brazil,Male,2006,1.699546578,1.362028948,1260,12762,48,0.048,72.99,24.44
Kidney,Brazil,Male,2007,1.66680575,1.372407061,1282,13405,52,0.044,71.36,24.57
Kidney,Brazil,Male,2008,1.726875052,1.47020227,1386,14010,54,0.051,72.68,24.26
Kidney,Brazil,Male,2009,1.682664049,1.473476097,1401,13025,52,0.054,75.06,24.49
Kidney,Brazil,Male,2010,1.713236558,1.546256877,1482,14881,56,0.046,71.52,24.75
Kidney,Brazil,Male,2011,1.743890821,1.606840344,1552,15650,56,0.052,73.36,24.27
Kidney,Brazil,Male,2012,1.776029817,1.695206548,1650,16807,56,0.041,70.3,24.71
Kidney,Brazil,Male,2013,1.820370102,1.79843846,1764,17487,57,0.048,72.43,24.59
Kidney,Brazil,Male,2014,1.751148359,1.782686887,1762,18286,57,0.045,72.16,24.67
Kidney,Brazil,Male,2015,1.880740442,1.970127693,1962,17381,57,0.043,71.29,25.15
Kidney,Brazil,Male,2016,1.911576156,2.046660724,2053,16224,57,0.044,71.02,25.04
Kidney,Brazil,Male,2017,1.919589075,2.139567556,2161,16789,59,0.046,71.34,24.85
Kidney,Brazil,Male,2018,1.963482941,2.250760658,2288,16025,57,0.047,72.95,24.65
Kidney,Brazil,Male,2019,1.937701265,2.285865533,2338,15937,58,0.043,71.36,25.08
Kidney,Brazil,Male,2020,1.811621897,2.187769488,2250,15233,61,0.045,70.64,24.61
Kidney,Brazil,Male,2021,1.688091308,2.093252612,2161,17354,62,0.045,70.83,24.48
Bladder,Brazil,Male,2000,2.579883819,1.648259636,1425,11920,36,0.051,75.16,23.98
Bladder,Brazil,Male,2001,2.647249931,1.7143365,1501,11983,38,0.045,73.57,24.4
Bladder,Brazil,Male,2002,2.699511171,1.78752441,1584,12054,40,0.046,72.86,24.67
Bladder,Brazil,Male,2003,2.681616137,1.83756379,1647,11867,44,0.044,72.02,24.55
Bladder,Brazil,Male,2004,2.628461467,1.85408452,1680,12599,46,0.049,73.07,24.35
Bladder,Brazil,Male,2005,2.691931535,1.951470755,1787,12568,46,0.047,72.42,24.63
Bladder,Brazil,Male,2006,2.676524491,1.998723433,1849,12762,48,0.048,72.99,24.44
Bladder,Brazil,Male,2007,2.596564896,1.995449893,1864,13405,52,0.044,71.36,24.57
Bladder,Brazil,Male,2008,2.608568492,2.088620685,1969,14010,54,0.051,72.68,24.26
Bladder,Brazil,Male,2009,2.65130342,2.198119231,2090,13025,52,0.054,75.06,24.49
Bladder,Brazil,Male,2010,2.705421804,2.323558748,2227,14881,56,0.046,71.52,24.75
Bladder,Brazil,Male,2011,2.645388753,2.359529088,2279,15650,56,0.052,73.36,24.27
Bladder,Brazil,Male,2012,2.490007906,2.298289119,2237,16807,56,0.041,70.3,24.71
Bladder,Brazil,Male,2013,2.714445422,2.591627305,2542,17487,57,0.048,72.43,24.59
Bladder,Brazil,Male,2014,2.593129879,2.589044122,2559,18286,57,0.045,72.16,24.67
Bladder,Brazil,Male,2015,2.58449128,2.673027481,2662,17381,57,0.043,71.29,25.15
Bladder,Brazil,Male,2016,2.546591204,2.752474554,2761,16224,57,0.044,71.02,25.04
Bladder,Brazil,Male,2017,2.671472071,2.990048135,3020,16789,59,0.046,71.34,24.85
Bladder,Brazil,Male,2018,2.541507167,2.949204744,2998,16025,57,0.047,72.95,24.65
Bladder,Brazil,Male,2019,2.526785807,3.044561707,3114,15937,58,0.043,71.36,25.08
Bladder,Brazil,Male,2020,2.425816345,3.011343157,3097,15233,61,0.045,70.64,24.61
Bladder,Brazil,Male,2021,2.517092944,3.220761191,3325,17354,62,0.045,70.83,24.48
Brain and central nervous system,Brazil,Male,2000,3.886433433,3.106824829,2686,11920,36,0.051,75.16,23.98
Brain and central nervous system,Brazil,Male,2001,4.007246959,3.253927174,2849,11983,38,0.045,73.57,24.4
Brain and central nervous system,Brazil,Male,2002,3.923340857,3.238759506,2870,12054,40,0.046,72.86,24.67
Brain and central nervous system,Brazil,Male,2003,4.004606263,3.351573543,3004,11867,44,0.044,72.02,24.55
Brain and central nervous system,Brazil,Male,2004,4.062638923,3.417916522,3097,12599,46,0.049,73.07,24.35
Brain and central nervous system,Brazil,Male,2005,4.304187992,3.714019048,3401,12568,46,0.047,72.42,24.63
Brain and central nervous system,Brazil,Male,2006,4.06307739,3.539113315,3274,12762,48,0.048,72.99,24.44
Brain and central nervous system,Brazil,Male,2007,4.252675649,3.804629248,3554,13405,52,0.044,71.36,24.57
Brain and central nervous system,Brazil,Male,2008,4.188151708,3.808099674,3590,14010,54,0.051,72.68,24.26
Brain and central nervous system,Brazil,Male,2009,4.298323258,3.968183665,3773,13025,52,0.054,75.06,24.49
Brain and central nervous system,Brazil,Male,2010,4.422345619,4.184909807,4011,14881,56,0.046,71.52,24.75
Brain and central nervous system,Brazil,Male,2011,4.433942631,4.263510656,4118,15650,56,0.052,73.36,24.27
Brain and central nervous system,Brazil,Male,2012,4.447060039,4.369523301,4253,16807,56,0.041,70.3,24.71
Brain and central nervous system,Brazil,Male,2013,4.440021194,4.455315232,4370,17487,57,0.048,72.43,24.59
Brain and central nervous system,Brazil,Male,2014,4.517472013,4.613537006,4560,18286,57,0.045,72.16,24.67
Brain and central nervous system,Brazil,Male,2015,4.509853725,4.735536289,4716,17381,57,0.043,71.29,25.15
Brain and central nervous system,Brazil,Male,2016,4.309426044,4.620687997,4635,16224,57,0.044,71.02,25.04
Brain and central nervous system,Brazil,Male,2017,4.348589045,4.745463811,4793,16789,59,0.046,71.34,24.85
Brain and central nervous system,Brazil,Male,2018,4.223621104,4.72482668,4803,16025,57,0.047,72.95,24.65
Brain and central nervous system,Brazil,Male,2019,4.318497628,4.935435933,5048,15937,58,0.043,71.36,25.08
Brain and central nervous system,Brazil,Male,2020,3.992279868,4.653628786,4786,15233,61,0.045,70.64,24.61
Brain and central nervous system,Brazil,Male,2021,4.098284238,4.838406662,4995,17354,62,0.045,70.83,24.48
Thyroid,Brazil,Male,2000,0.1888757929,0.137644138,119,11920,36,0.051,75.16,23.98
Thyroid,Brazil,Male,2001,0.2321229007,0.16332453,143,11983,38,0.045,73.57,24.4
Thyroid,Brazil,Male,2002,0.2217731958,0.1647591944,146,12054,40,0.046,72.86,24.67
Thyroid,Brazil,Male,2003,0.2169468275,0.1595456114,143,11867,44,0.044,72.02,24.55
Thyroid,Brazil,Male,2004,0.2176951782,0.1677505041,152,12599,46,0.049,73.07,24.35
Thyroid,Brazil,Male,2005,0.245054389,0.1900145,174,12568,46,0.047,72.42,24.63
Thyroid,Brazil,Male,2006,0.2284279121,0.1794419091,166,12762,48,0.048,72.99,24.44
Thyroid,Brazil,Male,2007,0.2361089123,0.1916231388,179,13405,52,0.044,71.36,24.57
Thyroid,Brazil,Male,2008,0.2383128179,0.2015428797,190,14010,54,0.051,72.68,24.26
Thyroid,Brazil,Male,2009,0.2308987335,0.2103463379,200,13025,52,0.054,75.06,24.49
Thyroid,Brazil,Male,2010,0.2304932078,0.2076282851,199,14881,56,0.046,71.52,24.75
Thyroid,Brazil,Male,2011,0.2419450646,0.2257030896,218,15650,56,0.052,73.36,24.27
Thyroid,Brazil,Male,2012,0.1929481635,0.1828768276,178,16807,56,0.041,70.3,24.71
Thyroid,Brazil,Male,2013,0.2515600995,0.2477440736,243,17487,57,0.048,72.43,24.59
Thyroid,Brazil,Male,2014,0.2457649441,0.2509116617,248,18286,57,0.045,72.16,24.67
Thyroid,Brazil,Male,2015,0.2268721411,0.2399900706,239,17381,57,0.043,71.29,25.15
Thyroid,Brazil,Male,2016,0.21886833,0.2392589254,240,16224,57,0.044,71.02,25.04
Thyroid,Brazil,Male,2017,0.2424145305,0.2762329237,279,16789,59,0.046,71.34,24.85
Thyroid,Brazil,Male,2018,0.2293596348,0.2665892214,271,16025,57,0.047,72.95,24.65
Thyroid,Brazil,Male,2019,0.2447600565,0.2913549739,298,15937,58,0.043,71.36,25.08
Thyroid,Brazil,Male,2020,0.2310061447,0.2800344944,288,15233,61,0.045,70.64,24.61
Thyroid,Brazil,Male,2021,0.2574747227,0.327403694,338,17354,62,0.045,70.83,24.48
Hodgkin lymphoma,Brazil,Male,2000,0.3136566696,0.275288276,238,11920,36,0.051,75.16,23.98
Hodgkin lymphoma,Brazil,Male,2001,0.3320965672,0.2878166542,252,11983,38,0.045,73.57,24.4
Hodgkin lymphoma,Brazil,Male,2002,0.2725600321,0.2437533287,216,12054,40,0.046,72.86,24.67
Hodgkin lymphoma,Brazil,Male,2003,0.3128757013,0.2867358191,257,11867,44,0.044,72.02,24.55
Hodgkin lymphoma,Brazil,Male,2004,0.3263240126,0.2968742475,269,12599,46,0.049,73.07,24.35
Hodgkin lymphoma,Brazil,Male,2005,0.2885876324,0.2741013764,251,12568,46,0.047,72.42,24.63
Hodgkin lymphoma,Brazil,Male,2006,0.266968184,0.2518672579,233,12762,48,0.048,72.99,24.44
Hodgkin lymphoma,Brazil,Male,2007,0.2919005615,0.2761942448,258,13405,52,0.044,71.36,24.57
Hodgkin lymphoma,Brazil,Male,2008,0.2835099576,0.2757955196,260,14010,54,0.051,72.68,24.26
Hodgkin lymphoma,Brazil,Male,2009,0.2893867744,0.2776571661,264,13025,52,0.054,75.06,24.49
Hodgkin lymphoma,Brazil,Male,2010,0.2695776106,0.2712731363,260,14881,56,0.046,71.52,24.75
