Cancer label,Country,Sex,Year,ASR (World),Crude rate,Total incidence,CO2_Emissions,PM2.5,Precipitation,Humidity,Temperature
"Lip,  oral cavity and pharynx ",Mexico,Male,2016,1.371984796,1.308875507,780,66186,44,0.034,62.76,21.06
"Lip,  oral cavity and pharynx ",Mexico,Male,2017,1.27290163,1.239449601,745,67617,47,0.033,60.91,21.12
"Lip,  oral cavity and pharynx ",Mexico,Male,2018,1.405705779,1.386849635,841,63019,45,0.034,63.25,20.89
"Lip,  oral cavity and pharynx ",Mexico,Male,2019,1.37158829,1.374531378,841,63452,46,0.03,61.82,21.33
"Lip,  oral cavity and pharynx ",Mexico,Male,2020,1.458729551,1.489401992,918,56506,41,0.031,60.72,21.43
"Lip,  oral cavity and pharynx ",Mexico,Male,2021,1.368370053,1.39238929,863,60217,40,0.034,60.63,21.06
"Lip,  oral cavity and pharynx ",Mexico,Male,2022,1.338618254,1.392589786,869,66606,42,0.03,60.92,20.91
Larynx,Mexico,Male,2000,2.070649385,1.441034628,694,55278,50,0.029,60.87,20.65
Larynx,Mexico,Male,2001,1.969083836,1.399793395,684,54841,48,0.03,62.25,20.54
Larynx,Mexico,Male,2002,2.086232619,1.512920981,750,56682,48,0.03,61.85,20.72
Larynx,Mexico,Male,2003,1.829387948,1.370536374,689,58089,48,0.031,61.38,20.79
Larynx,Mexico,Male,2004,1.807383458,1.393108096,710,60611,49,0.03,63.32,20.36
Larynx,Mexico,Male,2005,1.657216461,1.28533372,664,61913,50,0.03,61.02,20.9
Larynx,Mexico,Male,2006,1.606614488,1.285133887,673,65270,52,0.033,61.76,20.82
Larynx,Mexico,Male,2007,1.604193238,1.310270933,696,65304,50,0.033,62.0,20.64
Larynx,Mexico,Male,2008,1.63143362,1.367068414,737,65454,50,0.035,60.01,20.57
Larynx,Mexico,Male,2009,1.455331864,1.233671309,675,63301,46,0.029,60.69,21.07
Larynx,Mexico,Male,2010,1.408311586,1.212324385,673,65933,49,0.037,61.21,20.34
Larynx,Mexico,Male,2011,1.366990849,1.175737721,662,67101,49,0.03,58.31,21.07
Larynx,Mexico,Male,2012,1.451242892,1.275708707,728,68969,47,0.03,60.84,20.96
Larynx,Mexico,Male,2013,1.451615409,1.287280593,744,66433,47,0.039,61.21,20.78
Larynx,Mexico,Male,2014,1.256853195,1.140632331,667,63776,45,0.035,62.42,20.81
Larynx,Mexico,Male,2015,1.226790434,1.149561284,679,66096,46,0.035,65.27,20.99
Larynx,Mexico,Male,2016,1.139496876,1.092407634,651,66186,44,0.034,62.76,21.06
Larynx,Mexico,Male,2017,1.064838928,1.023169805,615,67617,47,0.033,60.91,21.12
Larynx,Mexico,Male,2018,1.003247566,0.9861308935,598,63019,45,0.034,63.25,20.89
Larynx,Mexico,Male,2019,1.03964371,1.062360756,650,63452,46,0.03,61.82,21.33
Larynx,Mexico,Male,2020,1.009247905,1.033495718,637,56506,41,0.031,60.72,21.43
Larynx,Mexico,Male,2021,0.8562995575,0.8857725614,549,60217,40,0.034,60.63,21.06
Larynx,Mexico,Male,2022,0.74746577,0.7820297073,488,66606,42,0.03,60.92,20.91
Colorectum,Mexico,Male,2000,3.771050416,2.726337848,1313,55278,50,0.029,60.87,20.65
Colorectum,Mexico,Male,2001,3.649502723,2.717727528,1328,54841,48,0.03,62.25,20.54
Colorectum,Mexico,Male,2002,3.577630717,2.699051029,1338,56682,48,0.03,61.85,20.72
Colorectum,Mexico,Male,2003,3.680792644,2.844509456,1430,58089,48,0.031,61.38,20.79
Colorectum,Mexico,Male,2004,3.813916328,3.02559533,1542,60611,49,0.03,63.32,20.36
Colorectum,Mexico,Male,2005,4.038689161,3.277213837,1693,61913,50,0.03,61.02,20.9
Colorectum,Mexico,Male,2006,4.013932198,3.295900579,1726,65270,52,0.033,61.76,20.82
Colorectum,Mexico,Male,2007,4.058810257,3.354745407,1782,65304,50,0.033,62.0,20.64
Colorectum,Mexico,Male,2008,4.53092031,3.822968795,2061,65454,50,0.035,60.01,20.57
Colorectum,Mexico,Male,2009,4.27466991,3.635218125,1989,63301,46,0.029,60.69,21.07
Colorectum,Mexico,Male,2010,4.322707737,3.764870676,2090,65933,49,0.037,61.21,20.34
Colorectum,Mexico,Male,2011,4.473949948,3.949910412,2224,67101,49,0.03,58.31,21.07
Colorectum,Mexico,Male,2012,4.828119161,4.286241066,2446,68969,47,0.03,60.84,20.96
Colorectum,Mexico,Male,2013,5.070540715,4.547007257,2628,66433,47,0.039,61.21,20.78
Colorectum,Mexico,Male,2014,5.189354147,4.772870818,2791,63776,45,0.035,62.42,20.81
Colorectum,Mexico,Male,2015,5.489068383,5.140011866,3036,66096,46,0.035,65.27,20.99
Colorectum,Mexico,Male,2016,5.582108359,5.331150621,3177,66186,44,0.034,62.76,21.06
Colorectum,Mexico,Male,2017,5.888933851,5.694813403,3423,67617,47,0.033,60.91,21.12
Colorectum,Mexico,Male,2018,5.771984173,5.694163838,3453,63019,45,0.034,63.25,20.89
Colorectum,Mexico,Male,2019,6.148720581,6.207455618,3798,63452,46,0.03,61.82,21.33
Colorectum,Mexico,Male,2020,6.375276478,6.514105663,4015,56506,41,0.031,60.72,21.43
Colorectum,Mexico,Male,2021,6.454629466,6.587630907,4083,60217,40,0.034,60.63,21.06
Colorectum,Mexico,Male,2022,6.316509857,6.560716438,4094,66606,42,0.03,60.92,20.91
Lung,Mexico,Male,2000,12.65196743,8.82893262,4252,55278,50,0.029,60.87,20.65
Lung,Mexico,Male,2001,12.60002687,8.982007621,4389,54841,48,0.03,62.25,20.54
Lung,Mexico,Male,2002,12.43285905,9.131991039,4527,56682,48,0.03,61.85,20.72
Lung,Mexico,Male,2003,12.22556938,9.126300268,4588,58089,48,0.031,61.38,20.79
Lung,Mexico,Male,2004,11.7639826,9.015960143,4595,60611,49,0.03,63.32,20.36
Lung,Mexico,Male,2005,11.77670377,9.272211624,4790,61913,50,0.03,61.02,20.9
Lung,Mexico,Male,2006,10.77932123,8.663673769,4537,65270,52,0.033,61.76,20.82
Lung,Mexico,Male,2007,9.799755621,8.074356369,4289,65304,50,0.033,62.0,20.64
Lung,Mexico,Male,2008,9.744324235,8.174586842,4407,65454,50,0.035,60.01,20.57
Lung,Mexico,Male,2009,9.267543442,7.88087509,4312,63301,46,0.029,60.69,21.07
Lung,Mexico,Male,2010,8.993699052,7.745906176,4300,65933,49,0.037,61.21,20.34
Lung,Mexico,Male,2011,8.523667567,7.461139226,4201,67101,49,0.03,58.31,21.07
Lung,Mexico,Male,2012,7.988373445,7.126795755,4067,68969,47,0.03,60.84,20.96
Lung,Mexico,Male,2013,7.731427826,7.038518083,4068,66433,47,0.039,61.21,20.78
Lung,Mexico,Male,2014,7.692133956,7.110568563,4158,63776,45,0.035,62.42,20.81
Lung,Mexico,Male,2015,7.616645431,7.159785963,4229,66096,46,0.035,65.27,20.99
Lung,Mexico,Male,2016,7.440548261,7.135049557,4252,66186,44,0.034,62.76,21.06
Lung,Mexico,Male,2017,7.213893184,7.059039809,4243,67617,47,0.033,60.91,21.12
Lung,Mexico,Male,2018,6.756425079,6.756150954,4097,63019,45,0.034,63.25,20.89
Lung,Mexico,Male,2019,6.528706344,6.722291985,4113,63452,46,0.03,61.82,21.33
Lung,Mexico,Male,2020,6.336057043,6.580625796,4056,56506,41,0.031,60.72,21.43
Lung,Mexico,Male,2021,5.756296003,6.001956154,3720,60217,40,0.034,60.63,21.06
Lung,Mexico,Male,2022,5.330155506,5.690548137,3551,66606,42,0.03,60.92,20.91
Melanoma of skin,Mexico,Male,2000,0.5388376067,0.3945195667,190,55278,50,0.029,60.87,20.65
Melanoma of skin,Mexico,Male,2001,0.5163919687,0.3867850172,189,54841,48,0.03,62.25,20.54
Melanoma of skin,Mexico,Male,2002,0.5224255929,0.4034455948,200,56682,48,0.03,61.85,20.72
Melanoma of skin,Mexico,Male,2003,0.552200718,0.431649337,217,58089,48,0.031,61.38,20.79
Melanoma of skin,Mexico,Male,2004,0.4583192583,0.372803575,190,60611,49,0.03,63.32,20.36
Melanoma of skin,Mexico,Male,2005,0.5741659935,0.4607069659,238,61913,50,0.03,61.02,20.9
Melanoma of skin,Mexico,Male,2006,0.4982013069,0.4277414424,224,65270,52,0.033,61.76,20.82
Melanoma of skin,Mexico,Male,2007,0.5389881497,0.44993499,239,65304,50,0.033,62.0,20.64
Melanoma of skin,Mexico,Male,2008,0.5728498948,0.4859863291,262,65454,50,0.035,60.01,20.57
Melanoma of skin,Mexico,Male,2009,0.4934323211,0.4203620758,230,63301,46,0.029,60.69,21.07
Melanoma of skin,Mexico,Male,2010,0.6255656928,0.5440148058,302,65933,49,0.037,61.21,20.34
Melanoma of skin,Mexico,Male,2011,0.5942409443,0.5292595785,298,67101,49,0.03,58.31,21.07
Melanoma of skin,Mexico,Male,2012,0.5497333368,0.4976665833,284,68969,47,0.03,60.84,20.96
Melanoma of skin,Mexico,Male,2013,0.5431880201,0.5034928127,291,66433,47,0.039,61.21,20.78
Melanoma of skin,Mexico,Male,2014,0.6377685642,0.593402427,347,63776,45,0.035,62.42,20.81
Melanoma of skin,Mexico,Male,2015,0.629958394,0.5891713206,348,66096,46,0.035,65.27,20.99
Melanoma of skin,Mexico,Male,2016,0.6632945823,0.6426914347,383,66186,44,0.034,62.76,21.06
Melanoma of skin,Mexico,Male,2017,0.6445575784,0.6322024811,380,67617,47,0.033,60.91,21.12
Melanoma of skin,Mexico,Male,2018,0.6433002897,0.6497250369,394,63019,45,0.034,63.25,20.89
Melanoma of skin,Mexico,Male,2019,0.6553781515,0.6619324712,405,63452,46,0.03,61.82,21.33
Melanoma of skin,Mexico,Male,2020,0.622364796,0.6359973649,392,56506,41,0.031,60.72,21.43
Melanoma of skin,Mexico,Male,2021,0.5935064716,0.6195567643,384,60217,40,0.034,60.63,21.06
Melanoma of skin,Mexico,Male,2022,0.6093789593,0.6442129966,402,66606,42,0.03,60.92,20.91
Prostate,Mexico,Male,2000,10.51551524,7.990059436,3848,55278,50,0.029,60.87,20.65
Prostate,Mexico,Male,2001,10.49643261,8.208437586,4011,54841,48,0.03,62.25,20.54
Prostate,Mexico,Male,2002,10.60494576,8.500598683,4214,56682,48,0.03,61.85,20.72
Prostate,Mexico,Male,2003,11.07650857,9.126300268,4588,58089,48,0.031,61.38,20.79
Prostate,Mexico,Male,2004,10.38345848,8.827596231,4499,60611,49,0.03,63.32,20.36
Prostate,Mexico,Male,2005,10.59814968,9.256725676,4782,61913,50,0.03,61.02,20.9
Prostate,Mexico,Male,2006,10.0520412,8.93865041,4681,65270,52,0.033,61.76,20.82
Prostate,Mexico,Male,2007,10.08351744,9.102241326,4835,65304,50,0.033,62.0,20.64
Prostate,Mexico,Male,2008,10.47228924,9.515686521,5130,65454,50,0.035,60.01,20.57
Prostate,Mexico,Male,2009,10.10339464,9.350314694,5116,63301,46,0.029,60.69,21.07
Prostate,Mexico,Male,2010,10.44716522,9.734622552,5404,65933,49,0.037,61.21,20.34
Prostate,Mexico,Male,2011,10.45204642,9.851687524,5547,67101,49,0.03,58.31,21.07
Prostate,Mexico,Male,2012,10.53866595,10.11980464,5775,68969,47,0.03,60.84,20.96
Prostate,Mexico,Male,2013,10.26492506,9.97988503,5768,66433,47,0.039,61.21,20.78
Prostate,Mexico,Male,2014,10.67054764,10.5204949,6152,63776,45,0.035,62.42,20.81
Prostate,Mexico,Male,2015,10.61724471,10.67788368,6307,66096,46,0.035,65.27,20.99
Prostate,Mexico,Male,2016,11.03885351,11.34526577,6761,66186,44,0.034,62.76,21.06
Prostate,Mexico,Male,2017,10.39065425,10.84559993,6519,67617,47,0.033,60.91,21.12
Prostate,Mexico,Male,2018,10.17424448,10.85073793,6580,63019,45,0.034,63.25,20.89
Prostate,Mexico,Male,2019,10.11582376,11.04691746,6759,63452,46,0.03,61.82,21.33
Prostate,Mexico,Male,2020,11.51569255,12.81080406,7896,56506,41,0.031,60.72,21.43
Prostate,Mexico,Male,2021,11.18062356,12.42985758,7704,60217,40,0.034,60.63,21.06
Prostate,Mexico,Male,2022,10.24966928,11.45961975,7151,66606,42,0.03,60.92,20.91
Oesophagus,Mexico,Male,2000,1.597599224,1.139953906,549,55278,50,0.029,60.87,20.65
Oesophagus,Mexico,Male,2001,1.565242367,1.139890236,557,54841,48,0.03,62.25,20.54
Oesophagus,Mexico,Male,2002,1.477032819,1.093337562,542,56682,48,0.03,61.85,20.72
Oesophagus,Mexico,Male,2003,1.705300343,1.279034671,643,58089,48,0.031,61.38,20.79
Oesophagus,Mexico,Male,2004,1.488036699,1.141956214,582,60611,49,0.03,63.32,20.36
Oesophagus,Mexico,Male,2005,1.497210892,1.19822526,619,61913,50,0.03,61.02,20.9
Oesophagus,Mexico,Male,2006,1.615683026,1.306139047,684,65270,52,0.033,61.76,20.82
Oesophagus,Mexico,Male,2007,1.496949258,1.216142274,646,65304,50,0.033,62.0,20.64
Oesophagus,Mexico,Male,2008,1.537013397,1.265048384,682,65454,50,0.035,60.01,20.57
Oesophagus,Mexico,Male,2009,1.399770752,1.184324457,648,63301,46,0.029,60.69,21.07
Oesophagus,Mexico,Male,2010,1.414132792,1.197913397,665,65933,49,0.037,61.21,20.34
Oesophagus,Mexico,Male,2011,1.37048952,1.202378304,677,67101,49,0.03,58.31,21.07
Oesophagus,Mexico,Male,2012,1.496601322,1.321269732,754,68969,47,0.03,60.84,20.96
Oesophagus,Mexico,Male,2013,1.384047699,1.240564765,717,66433,47,0.039,61.21,20.78
Oesophagus,Mexico,Male,2014,1.476299373,1.327032517,776,63776,45,0.035,62.42,20.81
Oesophagus,Mexico,Male,2015,1.51449213,1.396742355,825,66096,46,0.035,65.27,20.99
Oesophagus,Mexico,Male,2016,1.481986029,1.391099737,829,66186,44,0.034,62.76,21.06
Oesophagus,Mexico,Male,2017,1.422591026,1.37088117,824,67617,47,0.033,60.91,21.12
Oesophagus,Mexico,Male,2018,1.374744715,1.343974378,815,63019,45,0.034,63.25,20.89
Oesophagus,Mexico,Male,2019,1.376234623,1.377800181,843,63452,46,0.03,61.82,21.33
Oesophagus,Mexico,Male,2020,1.334313786,1.354739285,835,56506,41,0.031,60.72,21.43
Oesophagus,Mexico,Male,2021,1.348231606,1.377868429,854,60217,40,0.034,60.63,21.06
Oesophagus,Mexico,Male,2022,1.280597182,1.325283951,827,66606,42,0.03,60.92,20.91
Testis,Mexico,Male,2000,0.6479919124,0.6457662382,311,55278,50,0.029,60.87,20.65
Testis,Mexico,Male,2001,0.6303339884,0.6118979901,299,54841,48,0.03,62.25,20.54
Testis,Mexico,Male,2002,0.6974155037,0.6798058273,337,56682,48,0.03,61.85,20.72
Testis,Mexico,Male,2003,0.6395902079,0.6365335845,320,58089,48,0.031,61.38,20.79
Testis,Mexico,Male,2004,0.6419538556,0.6475009461,330,60611,49,0.03,63.32,20.36
Testis,Mexico,Male,2005,0.6710409095,0.6949319359,359,61913,50,0.03,61.02,20.9
Testis,Mexico,Male,2006,0.6989207937,0.712265884,373,65270,52,0.033,61.76,20.82
Testis,Mexico,Male,2007,0.706956493,0.7266732475,386,65304,50,0.033,62.0,20.64
Testis,Mexico,Male,2008,0.620431991,0.6547831076,353,65454,50,0.035,60.01,20.57
Testis,Mexico,Male,2009,0.7825807323,0.8114815724,444,63301,46,0.029,60.69,21.07
Testis,Mexico,Male,2010,0.7092121313,0.7403645205,411,65933,49,0.037,61.21,20.34
Testis,Mexico,Male,2011,0.7779519948,0.8134257952,458,67101,49,0.03,58.31,21.07
Testis,Mexico,Male,2012,0.7946567308,0.8463836611,483,68969,47,0.03,60.84,20.96
Testis,Mexico,Male,2013,0.8070146137,0.8529964146,493,66433,47,0.039,61.21,20.78
Testis,Mexico,Male,2014,0.8903268726,0.9559422383,559,63776,45,0.035,62.42,20.81
Testis,Mexico,Male,2015,0.8328935384,0.8973011492,530,66096,46,0.035,65.27,20.99
Testis,Mexico,Male,2016,0.8854795461,0.9497737651,566,66186,44,0.034,62.76,21.06
Testis,Mexico,Male,2017,0.9904650221,1.068089455,642,67617,47,0.033,60.91,21.12
Testis,Mexico,Male,2018,0.976555405,1.055390923,640,63019,45,0.034,63.25,20.89
Testis,Mexico,Male,2019,1.026627126,1.124468,688,63452,46,0.03,61.82,21.33
Testis,Mexico,Male,2020,1.122732344,1.220076577,752,56506,41,0.031,60.72,21.43
Testis,Mexico,Male,2021,1.107912532,1.213298663,752,60217,40,0.034,60.63,21.06
Testis,Mexico,Male,2022,1.085894829,1.18906976,742,66606,42,0.03,60.92,20.91
Kidney,Mexico,Male,2000,2.144743167,1.474257328,710,55278,50,0.029,60.87,20.65
Kidney,Mexico,Male,2001,2.147886814,1.514396363,740,54841,48,0.03,62.25,20.54
Kidney,Mexico,Male,2002,2.206106995,1.559317224,773,56682,48,0.03,61.85,20.72
Kidney,Mexico,Male,2003,2.425906203,1.820088218,915,58089,48,0.031,61.38,20.79
Kidney,Mexico,Male,2004,2.231819107,1.687426708,860,60611,49,0.03,63.32,20.36
Kidney,Mexico,Male,2005,2.260738915,1.775076839,917,61913,50,0.03,61.02,20.9
Kidney,Mexico,Male,2006,2.242645069,1.80262465,944,65270,52,0.033,61.76,20.82
Kidney,Mexico,Male,2007,2.380223645,1.905164058,1012,65304,50,0.033,62.0,20.64
Kidney,Mexico,Male,2008,2.298292075,1.886443117,1017,65454,50,0.035,60.01,20.57
Kidney,Mexico,Male,2009,2.16847473,1.787452653,978,63301,46,0.029,60.69,21.07
Kidney,Mexico,Male,2010,2.408410694,2.030147968,1127,65933,49,0.037,61.21,20.34
Kidney,Mexico,Male,2011,2.503955225,2.136574742,1203,67101,49,0.03,58.31,21.07
Kidney,Mexico,Male,2012,2.227916671,1.920572448,1096,68969,47,0.03,60.84,20.96
Kidney,Mexico,Male,2013,2.342872145,2.055496431,1188,66433,47,0.039,61.21,20.78
Kidney,Mexico,Male,2014,2.663202076,2.392420736,1399,63776,45,0.035,62.42,20.81
Kidney,Mexico,Male,2015,2.647940495,2.407475914,1422,66096,46,0.035,65.27,20.99
Kidney,Mexico,Male,2016,2.770650437,2.580834012,1538,66186,44,0.034,62.76,21.06
Kidney,Mexico,Male,2017,2.856192906,2.723461741,1637,67617,47,0.033,60.91,21.12
Kidney,Mexico,Male,2018,2.81565402,2.719280675,1649,63019,45,0.034,63.25,20.89
Kidney,Mexico,Male,2019,2.929903424,2.914137274,1783,63452,46,0.03,61.82,21.33
Kidney,Mexico,Male,2020,2.885418791,2.900926756,1788,56506,41,0.031,60.72,21.43
Kidney,Mexico,Male,2021,2.822280679,2.841248599,1761,60217,40,0.034,60.63,21.06
Kidney,Mexico,Male,2022,2.722918073,2.807614851,1752,66606,42,0.03,60.92,20.91
Bladder,Mexico,Male,2000,1.144983863,0.8264146714,398,55278,50,0.029,60.87,20.65
Bladder,Mexico,Male,2001,1.247281679,0.9270561522,453,54841,48,0.03,62.25,20.54
Bladder,Mexico,Male,2002,1.105543487,0.8532874331,423,56682,48,0.03,61.85,20.72
Bladder,Mexico,Male,2003,1.125842709,0.8772228461,441,58089,48,0.031,61.38,20.79
Bladder,Mexico,Male,2004,1.15170594,0.9143498208,466,60611,49,0.03,63.32,20.36
Bladder,Mexico,Male,2005,1.14533276,0.9562573157,494,61913,50,0.03,61.02,20.9
Bladder,Mexico,Male,2006,1.244357671,1.065534486,558,65270,52,0.033,61.76,20.82
Bladder,Mexico,Male,2007,1.217914936,1.042945542,554,65304,50,0.033,62.0,20.64
Bladder,Mexico,Male,2008,1.335639577,1.161173443,626,65454,50,0.035,60.01,20.57
Bladder,Mexico,Male,2009,1.185163236,1.043594545,571,63301,46,0.029,60.69,21.07
Bladder,Mexico,Male,2010,1.229358132,1.100639226,611,65933,49,0.037,61.21,20.34
Bladder,Mexico,Male,2011,1.250765726,1.117128439,629,67101,49,0.03,58.31,21.07
Bladder,Mexico,Male,2012,1.273264993,1.161806143,663,68969,47,0.03,60.84,20.96
Bladder,Mexico,Male,2013,1.187124616,1.114259008,644,66433,47,0.039,61.21,20.78
Bladder,Mexico,Male,2014,1.271681057,1.212456256,709,63776,45,0.035,62.42,20.81
Bladder,Mexico,Male,2015,1.236205889,1.198658894,708,66096,46,0.035,65.27,20.99
Bladder,Mexico,Male,2016,1.407984399,1.394455828,831,66186,44,0.034,62.76,21.06
Bladder,Mexico,Male,2017,1.33313566,1.344262118,808,67617,47,0.033,60.91,21.12
Bladder,Mexico,Male,2018,1.307630821,1.324185798,803,63019,45,0.034,63.25,20.89
Bladder,Mexico,Male,2019,1.278281727,1.350015361,826,63452,46,0.03,61.82,21.33
Bladder,Mexico,Male,2020,1.291404551,1.380698361,851,56506,41,0.031,60.72,21.43
Bladder,Mexico,Male,2021,1.172702758,1.240726958,769,60217,40,0.034,60.63,21.06
Bladder,Mexico,Male,2022,1.195885361,1.301246152,812,66606,42,0.03,60.92,20.91
Brain and central nervous system,Mexico,Male,2000,2.179937153,1.713045487,825,55278,50,0.029,60.87,20.65
Brain and central nervous system,Mexico,Male,2001,2.28051637,1.782485449,871,54841,48,0.03,62.25,20.54
Brain and central nervous system,Mexico,Male,2002,2.283359287,1.845763596,915,56682,48,0.03,61.85,20.72
Brain and central nervous system,Mexico,Male,2003,2.305572518,1.891698246,951,58089,48,0.031,61.38,20.79
Brain and central nervous system,Mexico,Male,2004,2.441019777,2.019025677,1029,60611,49,0.03,63.32,20.36
Brain and central nervous system,Mexico,Male,2005,2.258506001,1.902835914,983,61913,50,0.03,61.02,20.9
Brain and central nervous system,Mexico,Male,2006,2.326383674,1.978304171,1036,65270,52,0.033,61.76,20.82
Brain and central nervous system,Mexico,Male,2007,2.229172008,1.925872363,1023,65304,50,0.033,62.0,20.64
Brain and central nervous system,Mexico,Male,2008,2.1117675,1.825231099,984,65454,50,0.035,60.01,20.57
Brain and central nervous system,Mexico,Male,2009,2.199706703,1.937320871,1060,63301,46,0.029,60.69,21.07
Brain and central nervous system,Mexico,Male,2010,2.258176028,2.010332859,1116,65933,49,0.037,61.21,20.34
Brain and central nervous system,Mexico,Male,2011,2.198933009,1.973179167,1111,67101,49,0.03,58.31,21.07
Brain and central nervous system,Mexico,Male,2012,2.233596483,2.027465623,1157,68969,47,0.03,60.84,20.96
Brain and central nervous system,Mexico,Male,2013,2.188487789,2.015701467,1165,66433,47,0.039,61.21,20.78
Brain and central nervous system,Mexico,Male,2014,2.193775358,2.029880925,1187,63776,45,0.035,62.42,20.81
Brain and central nervous system,Mexico,Male,2015,2.345879243,2.209392452,1305,66096,46,0.035,65.27,20.99
Brain and central nervous system,Mexico,Male,2016,2.22577361,2.121049539,1264,66186,44,0.034,62.76,21.06
Brain and central nervous system,Mexico,Male,2017,2.193405859,2.121205693,1275,67617,47,0.033,60.91,21.12
Brain and central nervous system,Mexico,Male,2018,2.22079895,2.16520044,1313,63019,45,0.034,63.25,20.89
Brain and central nervous system,Mexico,Male,2019,2.172344485,2.150871931,1316,63452,46,0.03,61.82,21.33
Brain and central nervous system,Mexico,Male,2020,2.083769221,2.086460743,1286,56506,41,0.031,60.72,21.43
Brain and central nervous system,Mexico,Male,2021,2.097800597,2.113592086,1310,60217,40,0.034,60.63,21.06
Brain and central nervous system,Mexico,Male,2022,2.014324551,2.054430502,1282,66606,42,0.03,60.92,20.91
Thyroid,Mexico,Male,2000,0.3225317182,0.228406065,110,55278,50,0.029,60.87,20.65
Thyroid,Mexico,Male,2001,0.2865449651,0.2046481572,100,54841,48,0.03,62.25,20.54
Thyroid,Mexico,Male,2002,0.3882266233,0.2904808283,144,56682,48,0.03,61.85,20.72
Thyroid,Mexico,Male,2003,0.3605750929,0.2645592711,133,58089,48,0.031,61.38,20.79
Thyroid,Mexico,Male,2004,0.3706023818,0.2864701155,146,60611,49,0.03,63.32,20.36
Thyroid,Mexico,Male,2005,0.3673379918,0.2768113282,143,61913,50,0.03,61.02,20.9
Thyroid,Mexico,Male,2006,0.3790022192,0.3055296017,160,65270,52,0.033,61.76,20.82
Thyroid,Mexico,Male,2007,0.3687504956,0.303094282,161,65304,50,0.033,62.0,20.64
Thyroid,Mexico,Male,2008,0.3078818198,0.2541226225,137,65454,50,0.035,60.01,20.57
Thyroid,Mexico,Male,2009,0.3467422326,0.2869428082,157,63301,46,0.029,60.69,21.07
Thyroid,Mexico,Male,2010,0.4021312218,0.33685685,187,65933,49,0.037,61.21,20.34
Thyroid,Mexico,Male,2011,0.3940473396,0.3498796543,197,67101,49,0.03,58.31,21.07
Thyroid,Mexico,Male,2012,0.4092748566,0.3627358548,207,68969,47,0.03,60.84,20.96
Thyroid,Mexico,Male,2013,0.3717797667,0.3356618751,194,66433,47,0.039,61.21,20.78
Thyroid,Mexico,Male,2014,0.4071752887,0.3693801851,216,63776,45,0.035,62.42,20.81
Thyroid,Mexico,Male,2015,0.4252945049,0.3927808804,232,66096,46,0.035,65.27,20.99
Thyroid,Mexico,Male,2016,0.4527263651,0.4279016079,255,66186,44,0.034,62.76,21.06
Thyroid,Mexico,Male,2017,0.4124854791,0.3976220868,239,67617,47,0.033,60.91,21.12
Thyroid,Mexico,Male,2018,0.4935002053,0.4815221085,292,63019,45,0.034,63.25,20.89
Thyroid,Mexico,Male,2019,0.4572664184,0.4658043316,285,63452,46,0.03,61.82,21.33
Thyroid,Mexico,Male,2020,0.4260791708,0.4267023137,263,56506,41,0.031,60.72,21.43
Thyroid,Mexico,Male,2021,0.4519180365,0.4695078604,291,60217,40,0.034,60.63,21.06
Thyroid,Mexico,Male,2022,0.4657350031,0.4887685671,305,66606,42,0.03,60.92,20.91
Hodgkin lymphoma,Mexico,Male,2000,0.6189470189,0.4900348303,236,55278,50,0.029,60.87,20.65
Hodgkin lymphoma,Mexico,Male,2001,0.5614531197,0.4625048353,226,54841,48,0.03,62.25,20.54
